1604988006489,448,190,230.9966
1604988006521,439,203,30.4885
1604988006552,440,136,14.4959
1604988006585,432,136,14.033
1604988006617,423,137,14.5305
1604988006649,410,138,14.9215
1604988006682,405,144,14.2765
1604988006730,398,154,14.6949
1604988006760,394,159,14.6174
1604988006794,390,165,184.2391
1604988006825,386,169,185.4701
1604988006856,380,167,187.0231
1604988006888,379,173,187.3888
1604988006921,375,183,187.2114
1604988006953,373,192,187.5416
1604988006986,370,193,186.9984
1604988007018,370,190,186.2379
1604988007050,370,189,186.0065
1604988007082,369,181,186.4962
1604988007129,370,185,185.2723
1604988007160,369,186,185.6574
1604988007192,367,188,186.4195
1604988007225,362,191,186.3441
1604988007257,356,191,187.3414
1604988007288,347,191,188.9338
1604988007320,336,192,189.5644
1604988007352,324,194,190.4928
1604988007385,310,196,191.9685
1604988007418,299,198,192.2759
1604988007450,285,203,192.9064
1604988007481,271,204,193.4076
1604988007530,258,206,193.2518
1604988007560,245,212,193.7777
1604988007592,232,211,193.8033
1604988007625,220,213,194.2438
1604988007658,208,213,194.2997
1604988007689,195,211,195.0892
1604988007720,184,211,195.144
1604988007752,173,211,195.6336
1604988007784,162,210,196.1828
1604988007817,153,210,196.7601
1604988007850,144,210,197.5155
1604988007897,135,210,198.1952
1604988007929,128,207,198.9523
1604988007962,122,206,199.4432
1604988007993,116,207,200.8296
1604988008025,112,204,201.0458
1604988008057,109,201,200.8628
1604988008089,108,200,200.6867
1604988008121,109,197,200.0335
1604988008153,111,201,199.165
1604988008185,116,200,198.1667
1604988008217,121,202,197.4302
1604988008249,129,205,195.9126
1604988008298,137,207,194.8968
1604988008330,145,204,194.2616
1604988008361,154,210,193.1054
1604988008394,163,208,192.5439
1604988008425,175,213,191.8478
1604988008457,186,214,191.1258
1604988008489,197,213,189.797
1604988008521,209,212,188.7344
1604988008553,221,210,187.5197
1604988008586,234,209,186.4272
1604988008618,248,208,185.3189
1604988008650,261,205,184.5718
1604988008681,276,204,183.0303
1604988008729,290,203,181.9971
1604988008762,304,202,181.0417
